Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Add Event,Chrome 62.0.3202.94,Add Event in the Calendar Management Module,2017-12-04 15:42:40,2017-12-04 15:47:31,4m - 50.261s,FAILED
,,,,,,
Test Cases/Calendar Management/Add new Event,Chrome 62.0.3202.94,Add new Event,2017-12-04 15:42:41,2017-12-04 15:47:30,4m - 49.800s,FAILED
callTestCase,Chrome 62.0.3202.94,,2017-12-04 15:42:41,2017-12-04 15:46:25,3m - 43.303s,PASSED
callTestCase,Chrome 62.0.3202.94,,2017-12-04 15:46:25,2017-12-04 15:46:46,21.595s,PASSED
click,Chrome 62.0.3202.94,,2017-12-04 15:46:46,2017-12-04 15:46:46,0.213s,PASSED
setText,Chrome 62.0.3202.94,,2017-12-04 15:46:46,2017-12-04 15:46:47,0.538s,PASSED
setText,Chrome 62.0.3202.94,,2017-12-04 15:46:47,2017-12-04 15:46:47,0.464s,PASSED
setText,Chrome 62.0.3202.94,,2017-12-04 15:46:47,2017-12-04 15:46:48,0.363s,PASSED
setText,Chrome 62.0.3202.94,,2017-12-04 15:46:48,2017-12-04 15:46:48,0.419s,PASSED
setText,Chrome 62.0.3202.94,,2017-12-04 15:46:48,2017-12-04 15:46:48,0.262s,PASSED
selectOptionByValue,Chrome 62.0.3202.94,,2017-12-04 15:46:48,2017-12-04 15:46:49,0.131s,PASSED
setText,Chrome 62.0.3202.94,,2017-12-04 15:46:49,2017-12-04 15:46:49,0.318s,PASSED
click,Chrome 62.0.3202.94,,2017-12-04 15:46:49,2017-12-04 15:46:49,0.543s,FAILED
delay,Chrome 62.0.3202.94,,2017-12-04 15:46:49,2017-12-04 15:46:52,3.011s,PASSED
verifyElementPresent,Chrome 62.0.3202.94,,2017-12-04 15:46:52,2017-12-04 15:47:25,32.158s,FAILED
delay,Chrome 62.0.3202.94,,2017-12-04 15:47:25,2017-12-04 15:47:30,5.004s,PASSED
closeBrowser,Chrome 62.0.3202.94,,2017-12-04 15:47:30,2017-12-04 15:47:30,0.808s,PASSED
