Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Edit Department,Firefox 39.0,,2017-10-10 10:14:04,2017-10-10 10:14:45,40.973s,PASSED
,,,,,,
Test Cases/User Management/Edit Department/Edit Department,Firefox 39.0,,2017-10-10 10:14:05,2017-10-10 10:14:45,40.442s,PASSED
openBrowser,Firefox 39.0,,2017-10-10 10:14:06,2017-10-10 10:14:13,7.315s,PASSED
navigateToUrl,Firefox 39.0,,2017-10-10 10:14:13,2017-10-10 10:14:18,4.865s,PASSED
click,Firefox 39.0,,2017-10-10 10:14:18,2017-10-10 10:14:18,0.504s,PASSED
setText,Firefox 39.0,,2017-10-10 10:14:18,2017-10-10 10:14:21,2.620s,PASSED
setText,Firefox 39.0,,2017-10-10 10:14:21,2017-10-10 10:14:21,0.159s,PASSED
click,Firefox 39.0,,2017-10-10 10:14:21,2017-10-10 10:14:23,2.164s,PASSED
click,Firefox 39.0,,2017-10-10 10:14:23,2017-10-10 10:14:23,0.123s,PASSED
click,Firefox 39.0,,2017-10-10 10:14:23,2017-10-10 10:14:24,0.671s,PASSED
delay,Firefox 39.0,,2017-10-10 10:14:24,2017-10-10 10:14:29,5.043s,PASSED
click,Firefox 39.0,,2017-10-10 10:14:29,2017-10-10 10:14:31,2.091s,PASSED
maximizeWindow,Firefox 39.0,,2017-10-10 10:14:31,2017-10-10 10:14:31,0.138s,PASSED
click,Firefox 39.0,,2017-10-10 10:14:31,2017-10-10 10:14:32,0.585s,PASSED
setText,Firefox 39.0,,2017-10-10 10:14:32,2017-10-10 10:14:32,0.478s,PASSED
click,Firefox 39.0,,2017-10-10 10:14:32,2017-10-10 10:14:33,0.913s,PASSED
delay,Firefox 39.0,,2017-10-10 10:14:33,2017-10-10 10:14:38,5.005s,PASSED
setText,Firefox 39.0,,2017-10-10 10:14:38,2017-10-10 10:14:39,0.381s,PASSED
click,Firefox 39.0,,2017-10-10 10:14:39,2017-10-10 10:14:39,0.195s,PASSED
delay,Firefox 39.0,,2017-10-10 10:14:39,2017-10-10 10:14:44,5.003s,PASSED
click,Firefox 39.0,,2017-10-10 10:14:44,2017-10-10 10:14:45,0.660s,PASSED
closeBrowser,Firefox 39.0,,2017-10-10 10:14:45,2017-10-10 10:14:45,0.547s,PASSED
