Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Edit Profile,Chrome 61.0.3163.100,,2017-10-13 12:10:33,2017-10-13 12:11:11,37.383s,FAILED
,,,,,,
Test Cases/User Management/Profile Module/Edit Profile,Chrome 61.0.3163.100,,2017-10-13 12:10:34,2017-10-13 12:11:11,36.791s,FAILED
callTestCase,Chrome 61.0.3163.100,,2017-10-13 12:10:35,2017-10-13 12:10:51,16.150s,PASSED
click,Chrome 61.0.3163.100,,2017-10-13 12:10:51,2017-10-13 12:10:51,0.147s,PASSED
click,Chrome 61.0.3163.100,,2017-10-13 12:10:51,2017-10-13 12:10:52,0.707s,PASSED
click,Chrome 61.0.3163.100,,2017-10-13 12:10:52,2017-10-13 12:10:53,1.099s,PASSED
maximizeWindow,Chrome 61.0.3163.100,,2017-10-13 12:10:53,2017-10-13 12:10:54,1.198s,PASSED
scrollToElement,Chrome 61.0.3163.100,,2017-10-13 12:10:54,2017-10-13 12:10:54,0.352s,PASSED
delay,Chrome 61.0.3163.100,,2017-10-13 12:10:54,2017-10-13 12:10:59,5.020s,PASSED
click,Chrome 61.0.3163.100,,2017-10-13 12:10:59,2017-10-13 12:11:00,0.275s,PASSED
delay,Chrome 61.0.3163.100,,2017-10-13 12:11:00,2017-10-13 12:11:05,5.006s,PASSED
setText,Chrome 61.0.3163.100,,2017-10-13 12:11:05,2017-10-13 12:11:05,0.329s,PASSED
click,Chrome 61.0.3163.100,,2017-10-13 12:11:05,2017-10-13 12:11:05,0.216s,PASSED
verifyElementPresent,Chrome 61.0.3163.100,,2017-10-13 12:11:05,2017-10-13 12:11:09,3.801s,FAILED
closeBrowser,Chrome 61.0.3163.100,,2017-10-13 12:11:09,2017-10-13 12:11:11,1.488s,PASSED
