Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Login and Request a Meeting,Chrome 62.0.3202.94,Login and Request a meeting in Request Meeting Module,2017-12-05 11:15:24,2017-12-05 11:16:33,1m - 9.173s,PASSED
,,,,,,
Test Cases/Request A Meeting/Login and Request for a Meeting,Chrome 62.0.3202.94,Login with correct sign up credentials and Request for a meeting,2017-12-05 11:15:24,2017-12-05 11:16:33,1m - 8.795s,PASSED
callTestCase,Chrome 62.0.3202.94,,2017-12-05 11:15:25,2017-12-05 11:16:13,48.264s,PASSED
selectOptionByValue,Chrome 62.0.3202.94,,2017-12-05 11:16:13,2017-12-05 11:16:13,0.313s,PASSED
setText,Chrome 62.0.3202.94,,2017-12-05 11:16:13,2017-12-05 11:16:14,0.728s,PASSED
setText,Chrome 62.0.3202.94,,2017-12-05 11:16:14,2017-12-05 11:16:14,0.263s,PASSED
click,Chrome 62.0.3202.94,,2017-12-05 11:16:14,2017-12-05 11:16:14,0.219s,PASSED
delay,Chrome 62.0.3202.94,,2017-12-05 11:16:14,2017-12-05 11:16:19,5.002s,PASSED
setText,Chrome 62.0.3202.94,,2017-12-05 11:16:19,2017-12-05 11:16:20,0.167s,PASSED
setText,Chrome 62.0.3202.94,,2017-12-05 11:16:20,2017-12-05 11:16:20,0.204s,PASSED
setText,Chrome 62.0.3202.94,,2017-12-05 11:16:20,2017-12-05 11:16:20,0.287s,PASSED
setText,Chrome 62.0.3202.94,,2017-12-05 11:16:20,2017-12-05 11:16:20,0.342s,PASSED
setText,Chrome 62.0.3202.94,,2017-12-05 11:16:20,2017-12-05 11:16:21,0.381s,PASSED
delay,Chrome 62.0.3202.94,,2017-12-05 11:16:21,2017-12-05 11:16:26,5.003s,PASSED
click,Chrome 62.0.3202.94,,2017-12-05 11:16:26,2017-12-05 11:16:26,0.131s,PASSED
delay,Chrome 62.0.3202.94,,2017-12-05 11:16:26,2017-12-05 11:16:29,3.004s,PASSED
verifyElementVisible,Chrome 62.0.3202.94,,2017-12-05 11:16:29,2017-12-05 11:16:29,0.086s,PASSED
delay,Chrome 62.0.3202.94,,2017-12-05 11:16:29,2017-12-05 11:16:32,3.001s,PASSED
closeBrowser,Chrome 62.0.3202.94,,2017-12-05 11:16:32,2017-12-05 11:16:33,0.747s,PASSED
