Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Edit Property,Chrome 62.0.3202.94,Editing property,2017-12-05 15:59:43,2017-12-05 16:03:25,3m - 42.012s,FAILED
,,,,,,
Test Cases/Property management/Edit Property,Chrome 62.0.3202.94,Updating property,2017-12-05 15:59:44,2017-12-05 16:03:25,3m - 41.637s,FAILED
callTestCase,Chrome 62.0.3202.94,,2017-12-05 15:59:44,2017-12-05 16:02:34,2m - 50.103s,PASSED
callTestCase,Chrome 62.0.3202.94,,2017-12-05 16:02:34,2017-12-05 16:02:39,4.574s,PASSED
delay,Chrome 62.0.3202.94,,2017-12-05 16:02:39,2017-12-05 16:02:44,5.017s,PASSED
click,Chrome 62.0.3202.94,,2017-12-05 16:02:44,2017-12-05 16:02:44,0.132s,PASSED
setText,Chrome 62.0.3202.94,,2017-12-05 16:02:44,2017-12-05 16:03:16,32.205s,FAILED
delay,Chrome 62.0.3202.94,,2017-12-05 16:03:16,2017-12-05 16:03:21,5.008s,PASSED
click,Chrome 62.0.3202.94,,2017-12-05 16:03:21,2017-12-05 16:03:22,0.195s,PASSED
delay,Chrome 62.0.3202.94,,2017-12-05 16:03:22,2017-12-05 16:03:25,3.003s,PASSED
verifyElementPresent,Chrome 62.0.3202.94,,2017-12-05 16:03:25,2017-12-05 16:03:25,0.037s,PASSED
closeBrowser,Chrome 62.0.3202.94,,2017-12-05 16:03:25,2017-12-05 16:03:25,0.785s,PASSED
