Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Add New Group,Firefox 39.0,,2017-10-13 11:02:53,2017-10-13 11:03:30,37.633s,PASSED
,,,,,,
Test Cases/User Management/Group Module/Add New Group,Firefox 39.0,,2017-10-13 11:02:53,2017-10-13 11:03:30,37.055s,PASSED
callTestCase,Firefox 39.0,,2017-10-13 11:02:55,2017-10-13 11:03:18,23.395s,PASSED
click,Firefox 39.0,,2017-10-13 11:03:18,2017-10-13 11:03:18,0.468s,PASSED
click,Firefox 39.0,,2017-10-13 11:03:18,2017-10-13 11:03:19,0.654s,PASSED
click,Firefox 39.0,,2017-10-13 11:03:19,2017-10-13 11:03:19,0.213s,PASSED
maximizeWindow,Firefox 39.0,,2017-10-13 11:03:19,2017-10-13 11:03:21,1.459s,PASSED
delay,Firefox 39.0,,2017-10-13 11:03:21,2017-10-13 11:03:24,3.015s,PASSED
click,Firefox 39.0,,2017-10-13 11:03:24,2017-10-13 11:03:24,0.212s,PASSED
delay,Firefox 39.0,,2017-10-13 11:03:24,2017-10-13 11:03:27,3.004s,PASSED
setText,Firefox 39.0,,2017-10-13 11:03:27,2017-10-13 11:03:27,0.432s,PASSED
setText,Firefox 39.0,,2017-10-13 11:03:27,2017-10-13 11:03:29,1.267s,PASSED
click,Firefox 39.0,,2017-10-13 11:03:29,2017-10-13 11:03:29,0.251s,PASSED
verifyElementPresent,Firefox 39.0,,2017-10-13 11:03:29,2017-10-13 11:03:30,0.697s,PASSED
closeBrowser,Firefox 39.0,,2017-10-13 11:03:30,2017-10-13 11:03:30,0.836s,PASSED
