Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Edit Department,Chrome 61.0.3163.100,,2017-10-12 15:37:38,2017-10-12 15:38:27,48.370s,PASSED
,,,,,,
Test Cases/User Management/Department/Edit Department,Chrome 61.0.3163.100,,2017-10-12 15:37:39,2017-10-12 15:38:25,46.575s,PASSED
callTestCase,Chrome 61.0.3163.100,,2017-10-12 15:37:40,2017-10-12 15:37:55,15.057s,PASSED
click,Chrome 61.0.3163.100,,2017-10-12 15:37:55,2017-10-12 15:37:55,0.226s,PASSED
click,Chrome 61.0.3163.100,,2017-10-12 15:37:55,2017-10-12 15:37:56,0.696s,PASSED
delay,Chrome 61.0.3163.100,,2017-10-12 15:37:56,2017-10-12 15:38:01,5.015s,PASSED
click,Chrome 61.0.3163.100,,2017-10-12 15:38:01,2017-10-12 15:38:03,2.808s,PASSED
maximizeWindow,Chrome 61.0.3163.100,,2017-10-12 15:38:03,2017-10-12 15:38:05,1.188s,PASSED
click,Chrome 61.0.3163.100,,2017-10-12 15:38:05,2017-10-12 15:38:05,0.211s,PASSED
setText,Chrome 61.0.3163.100,,2017-10-12 15:38:05,2017-10-12 15:38:05,0.449s,PASSED
delay,Chrome 61.0.3163.100,,2017-10-12 15:38:05,2017-10-12 15:38:25,20.005s,PASSED
click,Chrome 61.0.3163.100,,2017-10-12 15:38:25,2017-10-12 15:38:25,0.008s,NOT_RUN
delay,Chrome 61.0.3163.100,,2017-10-12 15:38:25,2017-10-12 15:38:25,0.006s,NOT_RUN
setText,Chrome 61.0.3163.100,,2017-10-12 15:38:25,2017-10-12 15:38:25,0.007s,NOT_RUN
click,Chrome 61.0.3163.100,,2017-10-12 15:38:25,2017-10-12 15:38:25,0.003s,NOT_RUN
delay,Chrome 61.0.3163.100,,2017-10-12 15:38:25,2017-10-12 15:38:25,0.004s,NOT_RUN
click,Chrome 61.0.3163.100,,2017-10-12 15:38:25,2017-10-12 15:38:25,0.002s,NOT_RUN
closeBrowser,Chrome 61.0.3163.100,,2017-10-12 15:38:25,2017-10-12 15:38:25,0.001s,NOT_RUN
