Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
leave a messsage,Chrome 62.0.3202.94,Leave a message in unscheduled Visit,2017-12-05 12:20:57,2017-12-05 12:23:46,2m - 49.642s,FAILED
,,,,,,
Test Cases/Self-Service Management/UnScheduled Visit/Leave Message in Unscheduled Visit,Chrome 62.0.3202.94,Leave Message,2017-12-05 12:20:57,2017-12-05 12:23:46,2m - 49.237s,FAILED
callTestCase,Chrome 62.0.3202.94,,2017-12-05 12:20:57,2017-12-05 12:22:39,1m - 41.869s,PASSED
maximizeWindow,Chrome 62.0.3202.94,,2017-12-05 12:22:39,2017-12-05 12:22:39,0.008s,PASSED
callTestCase,Chrome 62.0.3202.94,,2017-12-05 12:22:39,2017-12-05 12:22:50,10.533s,PASSED
click,Chrome 62.0.3202.94,,2017-12-05 12:22:50,2017-12-05 12:23:01,11.038s,PASSED
click,Chrome 62.0.3202.94,,2017-12-05 12:23:01,2017-12-05 12:23:01,0.098s,PASSED
setText,Chrome 62.0.3202.94,,2017-12-05 12:23:01,2017-12-05 12:23:01,0.263s,PASSED
setText,Chrome 62.0.3202.94,,2017-12-05 12:23:01,2017-12-05 12:23:02,0.233s,PASSED
setText,Chrome 62.0.3202.94,,2017-12-05 12:23:02,2017-12-05 12:23:02,0.414s,PASSED
setText,Chrome 62.0.3202.94,,2017-12-05 12:23:02,2017-12-05 12:23:02,0.438s,PASSED
setText,Chrome 62.0.3202.94,,2017-12-05 12:23:02,2017-12-05 12:23:03,0.438s,PASSED
delay,Chrome 62.0.3202.94,,2017-12-05 12:23:03,2017-12-05 12:23:08,5.017s,PASSED
click,Chrome 62.0.3202.94,,2017-12-05 12:23:08,2017-12-05 12:23:08,0.302s,PASSED
verifyElementPresent,Chrome 62.0.3202.94,,2017-12-05 12:23:08,2017-12-05 12:23:42,34.278s,FAILED
delay,Chrome 62.0.3202.94,,2017-12-05 12:23:42,2017-12-05 12:23:45,3.002s,PASSED
closeBrowser,Chrome 62.0.3202.94,,2017-12-05 12:23:45,2017-12-05 12:23:46,0.685s,PASSED
