Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Edit Event,Chrome 62.0.3202.94,Edit Event in Calendar Management Module,2017-12-04 14:00:06,2017-12-04 14:02:02,1m - 55.970s,FAILED
,,,,,,
Test Cases/Calendar Management/Update Event,Chrome 62.0.3202.94,Update Event in Calendar Management,2017-12-04 14:00:07,2017-12-04 14:02:02,1m - 55.516s,FAILED
callTestCase,Chrome 62.0.3202.94,,2017-12-04 14:00:07,2017-12-04 14:00:40,32.883s,PASSED
maximizeWindow,Chrome 62.0.3202.94,,2017-12-04 14:00:40,2017-12-04 14:00:40,0.008s,PASSED
callTestCase,Chrome 62.0.3202.94,,2017-12-04 14:00:40,2017-12-04 14:00:45,4.550s,PASSED
click,Chrome 62.0.3202.94,,2017-12-04 14:00:45,2017-12-04 14:00:46,1.115s,PASSED
setText,Chrome 62.0.3202.94,,2017-12-04 14:00:46,2017-12-04 14:00:46,0.347s,PASSED
setText,Chrome 62.0.3202.94,,2017-12-04 14:00:46,2017-12-04 14:00:46,0.341s,PASSED
setText,Chrome 62.0.3202.94,,2017-12-04 14:00:46,2017-12-04 14:00:47,0.271s,PASSED
setText,Chrome 62.0.3202.94,,2017-12-04 14:00:47,2017-12-04 14:00:47,0.328s,PASSED
setText,Chrome 62.0.3202.94,,2017-12-04 14:00:47,2017-12-04 14:00:47,0.227s,PASSED
selectOptionByValue,Chrome 62.0.3202.94,,2017-12-04 14:00:47,2017-12-04 14:00:47,0.170s,PASSED
setText,Chrome 62.0.3202.94,,2017-12-04 14:00:47,2017-12-04 14:00:48,0.410s,PASSED
delay,Chrome 62.0.3202.94,,2017-12-04 14:00:48,2017-12-04 14:00:53,5.009s,PASSED
click,Chrome 62.0.3202.94,,2017-12-04 14:00:53,2017-12-04 14:01:26,33.436s,FAILED
delay,Chrome 62.0.3202.94,,2017-12-04 14:01:26,2017-12-04 14:01:29,3.002s,PASSED
verifyElementPresent,Chrome 62.0.3202.94,,2017-12-04 14:01:29,2017-12-04 14:02:01,32.062s,FAILED
closeBrowser,Chrome 62.0.3202.94,,2017-12-04 14:02:01,2017-12-04 14:02:02,0.739s,PASSED
