Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Add Asset Type,Firefox 52.0,,2017-11-03 14:51:10,2017-11-03 14:52:12,1m - 1.664s,FAILED
,,,,,,
Test Cases/User Management/Visitor Asset Types/Add Asset Types,Firefox 52.0,,2017-11-03 14:51:11,2017-11-03 14:52:12,1m - 1.172s,FAILED
callTestCase,Firefox 52.0,,2017-11-03 14:51:12,2017-11-03 14:51:44,32.516s,PASSED
callTestCase,Firefox 52.0,,2017-11-03 14:51:44,2017-11-03 14:51:47,2.847s,PASSED
click,Firefox 52.0,,2017-11-03 14:51:47,2017-11-03 14:51:48,0.723s,PASSED
click,Firefox 52.0,,2017-11-03 14:51:48,2017-11-03 14:51:54,5.981s,PASSED
delay,Firefox 52.0,,2017-11-03 14:51:54,2017-11-03 14:51:59,5.014s,PASSED
click,Firefox 52.0,,2017-11-03 14:51:59,2017-11-03 14:51:59,0.308s,PASSED
setText,Firefox 52.0,,2017-11-03 14:51:59,2017-11-03 14:51:59,0.397s,PASSED
setText,Firefox 52.0,,2017-11-03 14:51:59,2017-11-03 14:52:01,1.344s,PASSED
delay,Firefox 52.0,,2017-11-03 14:52:01,2017-11-03 14:52:04,3.003s,PASSED
click,Firefox 52.0,,2017-11-03 14:52:04,2017-11-03 14:52:04,0.283s,PASSED
delay,Firefox 52.0,,2017-11-03 14:52:04,2017-11-03 14:52:07,3.003s,PASSED
verifyElementPresent,Firefox 52.0,,2017-11-03 14:52:07,2017-11-03 14:52:11,4.520s,FAILED
closeBrowser,Firefox 52.0,,2017-11-03 14:52:11,2017-11-03 14:52:12,0.482s,PASSED
