Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Login,Chrome 61.0.3163.100,,2017-10-19 09:56:36,2017-10-19 09:57:34,57.531s,PASSED
,,,,,,
Test Cases/Login Module/LOGIN - Iteration 1,Chrome 61.0.3163.100,authenticating a VSMS user,2017-10-19 09:56:37,2017-10-19 09:57:00,23.700s,PASSED
openBrowser,Chrome 61.0.3163.100,,2017-10-19 09:56:38,2017-10-19 09:56:54,15.868s,PASSED
maximizeWindow,Chrome 61.0.3163.100,,2017-10-19 09:56:54,2017-10-19 09:56:55,1.183s,PASSED
click,Chrome 61.0.3163.100,,2017-10-19 09:56:55,2017-10-19 09:56:57,2.145s,PASSED
setText,Chrome 61.0.3163.100,,2017-10-19 09:56:57,2017-10-19 09:56:57,0.382s,PASSED
setText,Chrome 61.0.3163.100,,2017-10-19 09:56:57,2017-10-19 09:56:58,0.263s,PASSED
click,Chrome 61.0.3163.100,,2017-10-19 09:56:58,2017-10-19 09:57:00,2.598s,PASSED
,,,,,,
Test Cases/Login Module/LOGIN - Iteration 2,Chrome 61.0.3163.100,authenticating a VSMS user,2017-10-19 09:57:00,2017-10-19 09:57:17,16.641s,PASSED
openBrowser,Chrome 61.0.3163.100,,2017-10-19 09:57:00,2017-10-19 09:57:11,10.560s,PASSED
maximizeWindow,Chrome 61.0.3163.100,,2017-10-19 09:57:11,2017-10-19 09:57:12,1.134s,PASSED
click,Chrome 61.0.3163.100,,2017-10-19 09:57:12,2017-10-19 09:57:14,1.752s,PASSED
setText,Chrome 61.0.3163.100,,2017-10-19 09:57:14,2017-10-19 09:57:14,0.369s,PASSED
setText,Chrome 61.0.3163.100,,2017-10-19 09:57:14,2017-10-19 09:57:15,0.459s,PASSED
click,Chrome 61.0.3163.100,,2017-10-19 09:57:15,2017-10-19 09:57:17,2.335s,PASSED
,,,,,,
Test Cases/Login Module/LOGIN - Iteration 3,Chrome 61.0.3163.100,authenticating a VSMS user,2017-10-19 09:57:17,2017-10-19 09:57:32,15.239s,PASSED
openBrowser,Chrome 61.0.3163.100,,2017-10-19 09:57:17,2017-10-19 09:57:26,9.229s,PASSED
maximizeWindow,Chrome 61.0.3163.100,,2017-10-19 09:57:26,2017-10-19 09:57:28,1.132s,PASSED
click,Chrome 61.0.3163.100,,2017-10-19 09:57:28,2017-10-19 09:57:29,1.963s,PASSED
setText,Chrome 61.0.3163.100,,2017-10-19 09:57:29,2017-10-19 09:57:30,0.436s,PASSED
setText,Chrome 61.0.3163.100,,2017-10-19 09:57:30,2017-10-19 09:57:30,0.401s,PASSED
click,Chrome 61.0.3163.100,,2017-10-19 09:57:30,2017-10-19 09:57:32,1.998s,PASSED
