Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Sign Up,Firefox 39.0,,2017-10-03 18:01:32,2017-10-03 18:02:40,1m - 8.159s,FAILED
,,,,,,
Test Cases/Sign Up,Firefox 39.0,,2017-10-03 18:01:32,2017-10-03 18:02:38,1m - 5.828s,FAILED
openBrowser,Firefox 39.0,,2017-10-03 18:01:33,2017-10-03 18:01:43,9.107s,PASSED
navigateToUrl,Firefox 39.0,,2017-10-03 18:01:43,2017-10-03 18:01:55,12.732s,PASSED
click,Firefox 39.0,,2017-10-03 18:01:55,2017-10-03 18:01:56,0.431s,PASSED
maximizeWindow,Firefox 39.0,,2017-10-03 18:01:56,2017-10-03 18:02:01,4.861s,PASSED
click,Firefox 39.0,,2017-10-03 18:02:01,2017-10-03 18:02:01,0.920s,PASSED
click,Firefox 39.0,,2017-10-03 18:02:01,2017-10-03 18:02:03,1.243s,PASSED
setText,Firefox 39.0,,2017-10-03 18:02:03,2017-10-03 18:02:09,6.055s,PASSED
setText,Firefox 39.0,,2017-10-03 18:02:09,2017-10-03 18:02:09,0.285s,PASSED
setText,Firefox 39.0,,2017-10-03 18:02:09,2017-10-03 18:02:10,0.477s,PASSED
setText,Firefox 39.0,,2017-10-03 18:02:10,2017-10-03 18:02:10,0.317s,PASSED
setText,Firefox 39.0,,2017-10-03 18:02:10,2017-10-03 18:02:10,0.363s,PASSED
delay,Firefox 39.0,,2017-10-03 18:02:10,2017-10-03 18:02:15,5.035s,PASSED
click,Firefox 39.0,,2017-10-03 18:02:15,2017-10-03 18:02:38,23.061s,FAILED
