Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
User Login,Firefox 39.0,,2017-10-04 10:31:50,2017-10-04 10:32:44,53.990s,FAILED
,,,,,,
Test Cases/User Login Page/Login - Iteration 1,Firefox 39.0,,2017-10-04 10:31:50,2017-10-04 10:32:20,30.034s,PASSED
openBrowser,Firefox 39.0,,2017-10-04 10:31:51,2017-10-04 10:31:59,7.220s,PASSED
navigateToUrl,Firefox 39.0,,2017-10-04 10:31:59,2017-10-04 10:32:05,6.853s,PASSED
maximizeWindow,Firefox 39.0,,2017-10-04 10:32:05,2017-10-04 10:32:06,0.179s,PASSED
click,Firefox 39.0,,2017-10-04 10:32:06,2017-10-04 10:32:08,2.624s,PASSED
setText,Firefox 39.0,,2017-10-04 10:32:08,2017-10-04 10:32:09,0.238s,PASSED
setText,Firefox 39.0,,2017-10-04 10:32:09,2017-10-04 10:32:09,0.188s,PASSED
click,Firefox 39.0,,2017-10-04 10:32:09,2017-10-04 10:32:10,1.025s,PASSED
verifyElementPresent,Firefox 39.0,,2017-10-04 10:32:10,2017-10-04 10:32:10,0.083s,PASSED
delay,Firefox 39.0,,2017-10-04 10:32:10,2017-10-04 10:32:20,10.050s,PASSED
closeBrowser,Firefox 39.0,,2017-10-04 10:32:20,2017-10-04 10:32:20,0.623s,PASSED
,,,,,,
Test Cases/User Login Page/Login - Iteration 2,Firefox 39.0,,2017-10-04 10:32:21,2017-10-04 10:32:44,22.948s,FAILED
openBrowser,Firefox 39.0,,2017-10-04 10:32:21,2017-10-04 10:32:26,5.494s,PASSED
navigateToUrl,Firefox 39.0,,2017-10-04 10:32:26,2017-10-04 10:32:32,6.160s,PASSED
maximizeWindow,Firefox 39.0,,2017-10-04 10:32:32,2017-10-04 10:32:32,0.174s,PASSED
click,Firefox 39.0,,2017-10-04 10:32:32,2017-10-04 10:32:33,0.288s,PASSED
setText,Firefox 39.0,,2017-10-04 10:32:33,2017-10-04 10:32:35,2.255s,PASSED
setText,Firefox 39.0,,2017-10-04 10:32:35,2017-10-04 10:32:35,0.182s,PASSED
click,Firefox 39.0,,2017-10-04 10:32:35,2017-10-04 10:32:38,2.627s,PASSED
verifyElementPresent,Firefox 39.0,,2017-10-04 10:32:38,2017-10-04 10:32:44,5.685s,FAILED
