Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Sign Up,Chrome 61.0.3163.100,,2017-10-04 11:11:07,2017-10-04 11:11:48,41.657s,PASSED
,,,,,,
Test Cases/Creating New Account/Sign Up,Chrome 61.0.3163.100,,2017-10-04 11:11:07,2017-10-04 11:11:48,41.110s,PASSED
openBrowser,Chrome 61.0.3163.100,,2017-10-04 11:11:08,2017-10-04 11:11:12,3.998s,PASSED
navigateToUrl,Chrome 61.0.3163.100,,2017-10-04 11:11:12,2017-10-04 11:11:17,4.972s,PASSED
click,Chrome 61.0.3163.100,,2017-10-04 11:11:17,2017-10-04 11:11:19,2.170s,PASSED
maximizeWindow,Chrome 61.0.3163.100,,2017-10-04 11:11:19,2017-10-04 11:11:21,1.187s,PASSED
click,Chrome 61.0.3163.100,,2017-10-04 11:11:21,2017-10-04 11:11:22,0.929s,PASSED
click,Chrome 61.0.3163.100,,2017-10-04 11:11:22,2017-10-04 11:11:27,5.750s,PASSED
setText,Chrome 61.0.3163.100,,2017-10-04 11:11:27,2017-10-04 11:11:28,0.413s,PASSED
setText,Chrome 61.0.3163.100,,2017-10-04 11:11:28,2017-10-04 11:11:28,0.262s,PASSED
setText,Chrome 61.0.3163.100,,2017-10-04 11:11:28,2017-10-04 11:11:28,0.373s,PASSED
setText,Chrome 61.0.3163.100,,2017-10-04 11:11:28,2017-10-04 11:11:29,0.621s,PASSED
setText,Chrome 61.0.3163.100,,2017-10-04 11:11:29,2017-10-04 11:11:29,0.335s,PASSED
delay,Chrome 61.0.3163.100,,2017-10-04 11:11:29,2017-10-04 11:11:34,5.030s,PASSED
click,Chrome 61.0.3163.100,,2017-10-04 11:11:34,2017-10-04 11:11:35,0.219s,PASSED
setText,Chrome 61.0.3163.100,,2017-10-04 11:11:35,2017-10-04 11:11:35,0.856s,PASSED
delay,Chrome 61.0.3163.100,,2017-10-04 11:11:35,2017-10-04 11:11:40,5.004s,PASSED
selectOptionByValue,Chrome 61.0.3163.100,,2017-10-04 11:11:40,2017-10-04 11:11:41,0.339s,PASSED
click,Chrome 61.0.3163.100,,2017-10-04 11:11:41,2017-10-04 11:11:41,0.175s,PASSED
click,Chrome 61.0.3163.100,,2017-10-04 11:11:41,2017-10-04 11:11:41,0.182s,PASSED
delay,Chrome 61.0.3163.100,,2017-10-04 11:11:41,2017-10-04 11:11:47,6.005s,PASSED
closeBrowser,Chrome 61.0.3163.100,,2017-10-04 11:11:47,2017-10-04 11:11:48,1.370s,PASSED
