Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Sign up,Chrome 61.0.3163.100,Sign up in order to request a meeting,2017-10-31 12:27:46,2017-10-31 12:28:33,46.976s,PASSED
,,,,,,
Test Cases/Request A Meeting/Sign Up in Request Meeting,Chrome 61.0.3163.100,Sign Up in Request Meeting in Homepage,2017-10-31 12:27:48,2017-10-31 12:28:33,44.904s,PASSED
openBrowser,Chrome 61.0.3163.100,,2017-10-31 12:27:51,2017-10-31 12:28:00,9.179s,PASSED
navigateToUrl,Chrome 61.0.3163.100,,2017-10-31 12:28:00,2017-10-31 12:28:10,9.939s,PASSED
maximizeWindow,Chrome 61.0.3163.100,,2017-10-31 12:28:10,2017-10-31 12:28:11,1.450s,PASSED
click,Chrome 61.0.3163.100,,2017-10-31 12:28:11,2017-10-31 12:28:14,2.523s,PASSED
delay,Chrome 61.0.3163.100,,2017-10-31 12:28:14,2017-10-31 12:28:19,5.132s,PASSED
setText,Chrome 61.0.3163.100,,2017-10-31 12:28:19,2017-10-31 12:28:20,1.216s,PASSED
setText,Chrome 61.0.3163.100,,2017-10-31 12:28:20,2017-10-31 12:28:21,0.910s,PASSED
setText,Chrome 61.0.3163.100,,2017-10-31 12:28:21,2017-10-31 12:28:22,0.620s,PASSED
selectOptionByValue,Chrome 61.0.3163.100,,2017-10-31 12:28:22,2017-10-31 12:28:22,0.484s,PASSED
setText,Chrome 61.0.3163.100,,2017-10-31 12:28:22,2017-10-31 12:28:23,1.270s,PASSED
setText,Chrome 61.0.3163.100,,2017-10-31 12:28:23,2017-10-31 12:28:24,0.871s,PASSED
setText,Chrome 61.0.3163.100,,2017-10-31 12:28:24,2017-10-31 12:28:25,0.544s,PASSED
click,Chrome 61.0.3163.100,,2017-10-31 12:28:25,2017-10-31 12:28:25,0.175s,PASSED
delay,Chrome 61.0.3163.100,,2017-10-31 12:28:25,2017-10-31 12:28:30,5.004s,PASSED
closeBrowser,Chrome 61.0.3163.100,,2017-10-31 12:28:30,2017-10-31 12:28:33,2.701s,PASSED
