Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Add Visitor,Chrome 61.0.3163.100,Add new Visitor in Security Management Module,2017-10-31 12:30:31,2017-10-31 12:31:33,1m - 2.214s,FAILED
,,,,,,
Test Cases/Security Management/Add new Visitor in Security Management Module,Chrome 61.0.3163.100,Add new Visitor in Security Management Module,2017-10-31 12:30:32,2017-10-31 12:31:33,1m - 1.379s,FAILED
callTestCase,Chrome 61.0.3163.100,,2017-10-31 12:30:33,2017-10-31 12:31:04,31.285s,PASSED
maximizeWindow,Chrome 61.0.3163.100,,2017-10-31 12:31:04,2017-10-31 12:31:04,0.031s,PASSED
delay,Chrome 61.0.3163.100,,2017-10-31 12:31:04,2017-10-31 12:31:07,3.054s,PASSED
click,Chrome 61.0.3163.100,,2017-10-31 12:31:07,2017-10-31 12:31:08,0.763s,PASSED
click,Chrome 61.0.3163.100,,2017-10-31 12:31:08,2017-10-31 12:31:09,0.843s,PASSED
click,Chrome 61.0.3163.100,,2017-10-31 12:31:09,2017-10-31 12:31:14,4.652s,PASSED
click,Chrome 61.0.3163.100,,2017-10-31 12:31:14,2017-10-31 12:31:14,0.706s,PASSED
setText,Chrome 61.0.3163.100,,2017-10-31 12:31:14,2017-10-31 12:31:16,1.242s,PASSED
setText,Chrome 61.0.3163.100,,2017-10-31 12:31:16,2017-10-31 12:31:16,0.679s,PASSED
setText,Chrome 61.0.3163.100,,2017-10-31 12:31:16,2017-10-31 12:31:17,0.673s,PASSED
setText,Chrome 61.0.3163.100,,2017-10-31 12:31:17,2017-10-31 12:31:18,0.660s,PASSED
delay,Chrome 61.0.3163.100,,2017-10-31 12:31:18,2017-10-31 12:31:23,5.003s,PASSED
acceptAlert,Chrome 61.0.3163.100,,2017-10-31 12:31:23,2017-10-31 12:31:24,1.375s,FAILED
Statement - If (var_email == true),Chrome 61.0.3163.100,,2017-10-31 12:31:24,2017-10-31 12:31:24,0.003s,PASSED
click,Chrome 61.0.3163.100,,2017-10-31 12:31:24,2017-10-31 12:31:26,1.506s,PASSED
delay,Chrome 61.0.3163.100,,2017-10-31 12:31:26,2017-10-31 12:31:31,5.005s,PASSED
closeBrowser,Chrome 61.0.3163.100,,2017-10-31 12:31:31,2017-10-31 12:31:33,2.640s,PASSED
